company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,sched_dep_hour,total_pax,lap_child_count,basic_economy_pax,child_count,stroller_users,pnr_count,ssr_total,ssr_wheelchair,ssr_umnr,ssr_medical,ssr_blind,ssr_deaf,ssr_pet,total_bags,transfer_bags,slack_minutes,neg_slack_minutes,pax_load_factor,transfer_bag_ratio,special_needs_numer,special_needs_ratio,wheelchair_ratio,umnr_ratio,medical_ratio,blind_ratio,deaf_ratio,pet_ratio,departure_delay_minutes,arrival_delay_minutes,day
UA,307,2025-08-14,ORD,COS,2025-08-14 09:15:00+00:00,2025-08-14 11:08:00+00:00,2025-08-14 09:11:00+00:00,2025-08-14 10:44:00+00:00,179,B737-MAX9,Mainline,94,85,56,9,147,2,0,7,3,87,2,0,0,0,0,0,0,85.0,30.0,38,-38,0.8212290502793296,0.35294117647058826,14,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-24.0,2025-08-14
UA,1538,2025-08-08,ORD,SAV,2025-08-08 11:05:00+00:00,2025-08-08 14:34:00+00:00,2025-08-08 10:59:00+00:00,2025-08-08 14:11:00+00:00,126,B737-700,Mainline,100,108,43,11,188,3,0,13,5,70,3,0,0,0,0,0,0,87.0,18.0,57,-57,1.0,0.20689655172413793,24,0.1276595744680851,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-23.0,2025-08-08
UA,1006,2025-08-02,ORD,LGA,2025-08-02 18:00:00+00:00,2025-08-02 21:20:00+00:00,2025-08-02 19:00:00+00:00,2025-08-02 22:10:00+00:00,166,B737-800,Mainline,63,55,51,18,199,0,0,11,1,116,7,0,0,0,0,0,0,73.0,36.0,12,-12,1.0,0.4931506849315068,19,0.09547738693467336,0.0,0.0,0.0,0.0,0.0,0.0,60.0,50.0,2025-08-02
G7,4395,2025-08-14,ORD,TVC,2025-08-14 18:15:00+00:00,2025-08-14 20:38:00+00:00,2025-08-14 19:41:00+00:00,2025-08-14 21:46:00+00:00,50,CRJ-550,Express,132,124,29,18,51,1,0,1,0,34,2,0,0,0,0,0,0,37.0,34.0,103,-103,1.0,0.918918918918919,4,0.0784313725490196,0.0,0.0,0.0,0.0,0.0,0.0,86.0,68.0,2025-08-14
UA,1538,2025-08-06,ORD,SAV,2025-08-06 11:05:00+00:00,2025-08-06 14:34:00+00:00,2025-08-06 10:57:00+00:00,2025-08-06 14:09:00+00:00,126,B737-700,Mainline,95,81,43,11,116,0,0,3,0,74,5,0,0,0,0,0,0,69.0,31.0,52,-52,0.9206349206349206,0.4492753623188406,8,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-25.0,2025-08-06
UA,2138,2025-08-08,ORD,LGA,2025-08-08 14:05:00+00:00,2025-08-08 17:27:00+00:00,2025-08-08 14:01:00+00:00,2025-08-08 17:13:00+00:00,166,B737-800,Mainline,62,87,51,14,167,0,0,3,0,124,0,0,0,0,0,0,0,73.0,41.0,11,-11,1.0,0.5616438356164384,3,0.017964071856287425,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-14.0,2025-08-08
G7,4481,2025-08-15,ORD,GRR,2025-08-15 07:00:00+00:00,2025-08-15 09:07:00+00:00,2025-08-15 06:56:00+00:00,2025-08-15 09:01:00+00:00,50,CRJ-550,Express,644,632,29,7,41,0,0,0,0,36,0,0,0,0,0,0,0,37.0,37.0,615,-615,0.82,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-6.0,2025-08-15
OO,5108,2025-08-14,ORD,SLN,2025-08-14 16:45:00+00:00,2025-08-14 18:50:00+00:00,2025-08-14 16:39:00+00:00,2025-08-14 18:33:00+00:00,50,CRJ-200,Express,85,82,29,16,47,0,0,2,0,25,1,0,0,0,0,0,0,41.0,18.0,56,-56,0.94,0.43902439024390244,3,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-17.0,2025-08-14
YX,3568,2025-08-15,ORD,YYZ,2025-08-15 10:50:00+00:00,2025-08-15 13:42:00+00:00,2025-08-15 10:48:00+00:00,2025-08-15 13:40:00+00:00,76,ERJ-175,Express,75,64,42,10,83,1,0,1,0,62,1,0,0,0,0,0,0,46.0,19.0,33,-33,1.0,0.41304347826086957,3,0.03614457831325301,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,2025-08-15
OO,4739,2025-08-03,ORD,GRB,2025-08-03 15:35:00+00:00,2025-08-03 16:48:00+00:00,2025-08-03 15:34:00+00:00,2025-08-03 16:40:00+00:00,50,CRJ-200,Express,69,63,29,15,61,1,0,3,1,40,1,0,0,0,0,0,0,52.0,35.0,40,-40,1.0,0.6730769230769231,6,0.09836065573770492,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-8.0,2025-08-03
UA,664,2025-08-02,ORD,LGA,2025-08-02 16:00:00+00:00,2025-08-02 19:20:00+00:00,2025-08-02 16:01:00+00:00,2025-08-02 19:10:00+00:00,166,B737-800,Mainline,400,59,51,16,198,1,0,11,3,116,6,0,0,0,0,0,0,94.0,29.0,349,-349,1.0,0.30851063829787234,21,0.10606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-10.0,2025-08-02
OO,5517,2025-08-04,ORD,PVD,2025-08-04 18:15:00+00:00,2025-08-04 21:54:00+00:00,2025-08-04 18:14:00+00:00,2025-08-04 21:40:00+00:00,76,ERJ-175,Express,87,86,34,18,78,0,0,2,2,62,1,0,0,0,0,0,0,45.0,32.0,53,-53,1.0,0.7111111111111111,5,0.0641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-14.0,2025-08-04
UA,1156,2025-08-08,ORD,MSY,2025-08-08 19:55:00+00:00,2025-08-08 22:25:00+00:00,2025-08-08 20:14:00+00:00,2025-08-08 22:35:00+00:00,179,B737-900,Mainline,62,61,56,19,215,2,0,12,4,116,2,0,0,0,0,0,0,121.0,78.0,6,-6,1.0,0.6446280991735537,20,0.09302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,2025-08-08
G7,4387,2025-08-06,ORD,CID,2025-08-06 09:20:00+00:00,2025-08-06 10:40:00+00:00,2025-08-06 09:05:00+00:00,2025-08-06 10:30:00+00:00,50,CRJ-550,Express,75,73,29,9,67,0,0,4,1,37,0,0,0,0,0,0,0,42.0,38.0,46,-46,1.0,0.9047619047619048,5,0.07462686567164178,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,-10.0,2025-08-06
UA,1361,2025-08-11,ORD,STL,2025-08-11 21:20:00+00:00,2025-08-11 22:45:00+00:00,2025-08-11 21:40:00+00:00,2025-08-11 23:34:00+00:00,126,A319-100,Mainline,60,52,43,21,137,0,0,6,0,99,2,0,0,0,0,0,0,98.0,94.0,17,-17,1.0,0.9591836734693877,8,0.058394160583941604,0.0,0.0,0.0,0.0,0.0,0.0,20.0,49.0,2025-08-11
UA,2323,2025-08-03,ORD,MCO,2025-08-03 09:15:00+00:00,2025-08-03 13:10:00+00:00,2025-08-03 09:09:00+00:00,2025-08-03 12:48:00+00:00,200,A321-2NX,Mainline,97,99,62,9,297,2,0,24,5,100,3,0,0,0,0,0,0,171.0,27.0,35,-35,1.0,0.15789473684210525,34,0.11447811447811448,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-22.0,2025-08-03
OO,5229,2025-08-13,ORD,ILM,2025-08-13 11:59:00+00:00,2025-08-13 15:24:00+00:00,2025-08-13 11:54:00+00:00,2025-08-13 14:59:00+00:00,76,ERJ-175,Express,47,39,34,11,62,0,0,2,1,43,0,0,0,0,0,0,0,23.0,11.0,13,-13,0.8157894736842105,0.4782608695652174,3,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-25.0,2025-08-13
YX,3700,2025-08-02,ORD,BNA,2025-08-02 07:25:00+00:00,2025-08-02 09:13:00+00:00,2025-08-02 07:40:00+00:00,2025-08-02 09:15:00+00:00,76,ERJ-175,Express,5,33,34,7,80,0,0,1,0,58,1,0,0,0,0,0,0,50.0,29.0,-29,29,1.0,0.58,2,0.025,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,2025-08-02
G7,4610,2025-08-15,ORD,XNA,2025-08-15 12:41:00+00:00,2025-08-15 14:35:00+00:00,2025-08-15 12:38:00+00:00,2025-08-15 14:28:00+00:00,50,CRJ-550,Express,59,71,29,12,52,0,0,2,0,36,0,0,0,0,0,0,0,28.0,23.0,30,-30,1.0,0.8214285714285714,2,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-7.0,2025-08-15
UA,1414,2025-08-13,ORD,BOI,2025-08-13 08:45:00+00:00,2025-08-13 11:43:00+00:00,2025-08-13 08:40:00+00:00,2025-08-13 11:09:00+00:00,150,A320-200,Mainline,59,78,46,8,158,0,0,8,5,95,5,0,0,0,0,0,0,92.0,63.0,13,-13,1.0,0.6847826086956522,18,0.11392405063291139,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-34.0,2025-08-13
UA,1156,2025-08-13,ORD,MSY,2025-08-13 19:55:00+00:00,2025-08-13 22:25:00+00:00,2025-08-13 19:56:00+00:00,2025-08-13 22:17:00+00:00,179,B737-MAX9,Mainline,73,62,56,19,72,0,0,2,1,58,1,0,0,0,0,0,0,48.0,28.0,17,-17,0.4022346368715084,0.5833333333333334,4,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.0,2025-08-13
UA,247,2025-08-13,ORD,OMA,2025-08-13 12:45:00+00:00,2025-08-13 14:22:00+00:00,2025-08-13 12:38:00+00:00,2025-08-13 14:07:00+00:00,150,A320-200,Mainline,69,86,46,12,114,0,0,5,0,81,1,0,0,0,0,0,0,61.0,51.0,23,-23,0.76,0.8360655737704918,6,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-15.0,2025-08-13
UA,2378,2025-08-08,ORD,LAX,2025-08-08 21:42:00+00:00,2025-08-09 00:15:00+00:00,2025-08-08 21:50:00+00:00,2025-08-08 23:59:00+00:00,200,A321-2NX,Mainline,77,94,62,21,238,1,0,15,5,130,4,0,0,0,0,0,0,156.0,106.0,15,-15,1.0,0.6794871794871795,25,0.10504201680672269,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-16.0,2025-08-08
OO,5930,2025-08-14,ORD,FAR,2025-08-14 13:20:00+00:00,2025-08-14 15:29:00+00:00,2025-08-14 15:00:00+00:00,2025-08-14 16:49:00+00:00,50,CRJ-200,Express,205,91,29,13,53,2,0,1,0,40,6,0,0,0,0,0,0,47.0,22.0,176,-176,1.0,0.46808510638297873,9,0.16981132075471697,0.0,0.0,0.0,0.0,0.0,0.0,100.0,80.0,2025-08-14
YX,3628,2025-08-11,ORD,IND,2025-08-11 17:50:00+00:00,2025-08-11 20:03:00+00:00,2025-08-11 17:45:00+00:00,2025-08-11 19:54:00+00:00,76,ERJ-175,Express,45,38,34,17,76,0,0,0,0,66,2,0,0,0,0,0,0,65.0,35.0,11,-11,1.0,0.5384615384615384,2,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-9.0,2025-08-11
OO,5564,2025-08-01,ORD,SBN,2025-08-01 14:20:00+00:00,2025-08-01 16:18:00+00:00,2025-08-01 14:29:00+00:00,2025-08-01 16:29:00+00:00,50,CRJ-550,Express,57,87,29,14,55,1,0,1,1,41,0,0,0,0,0,0,0,36.0,35.0,28,-28,1.0,0.9722222222222222,3,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,2025-08-01
UA,2361,2025-08-13,ORD,LAX,2025-08-13 07:10:00+00:00,2025-08-13 09:40:00+00:00,2025-08-13 07:07:00+00:00,2025-08-13 09:15:00+00:00,234,B757-300,Mainline,662,498,66,7,143,0,0,5,1,98,0,0,0,0,0,0,0,97.0,47.0,596,-596,0.6111111111111112,0.4845360824742268,6,0.04195804195804196,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-25.0,2025-08-13
YX,3520,2025-08-05,ORD,CVG,2025-08-05 21:16:00+00:00,2025-08-05 23:46:00+00:00,2025-08-05 21:16:00+00:00,2025-08-05 23:30:00+00:00,76,ERJ-175,Express,162,166,34,21,71,2,0,4,1,43,1,0,0,0,0,0,0,31.0,28.0,128,-128,0.9342105263157895,0.9032258064516129,8,0.11267605633802817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,2025-08-05
G7,4546,2025-08-06,ORD,AVP,2025-08-06 18:35:00+00:00,2025-08-06 21:43:00+00:00,2025-08-06 19:14:00+00:00,2025-08-06 22:06:00+00:00,50,CRJ-550,Express,-5,23,29,18,46,0,0,0,0,41,2,0,0,0,0,0,0,28.0,20.0,-34,34,0.92,0.7142857142857143,2,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,39.0,23.0,2025-08-06
OO,5362,2025-08-14,ORD,MKE,2025-08-14 21:40:00+00:00,2025-08-14 22:45:00+00:00,2025-08-14 21:35:00+00:00,2025-08-14 22:20:00+00:00,50,CRJ-200,Express,90,66,29,21,60,0,0,3,1,31,3,0,0,0,0,0,0,55.0,38.0,61,-61,1.0,0.6909090909090909,7,0.11666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-25.0,2025-08-14
OO,5251,2025-08-03,ORD,ASE,2025-08-03 19:35:00+00:00,2025-08-03 21:44:00+00:00,2025-08-03 19:43:00+00:00,2025-08-03 22:00:00+00:00,70,ERJ-175,Express,68,91,34,19,73,0,0,4,1,45,3,0,0,0,0,0,0,58.0,28.0,34,-34,1.0,0.4827586206896552,8,0.1095890410958904,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,2025-08-03
G7,4429,2025-08-07,ORD,FSD,2025-08-07 15:52:00+00:00,2025-08-07 17:44:00+00:00,2025-08-07 15:51:00+00:00,2025-08-07 17:36:00+00:00,50,CRJ-550,Express,57,78,29,15,50,0,0,1,0,33,2,0,0,0,0,0,0,24.0,21.0,28,-28,1.0,0.875,3,0.06,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-8.0,2025-08-07
UA,1899,2025-08-01,ORD,YYC,2025-08-01 20:05:00+00:00,2025-08-01 22:53:00+00:00,2025-08-01 21:19:00+00:00,2025-08-01 23:47:00+00:00,126,A319-100,Mainline,70,102,52,20,178,0,0,13,4,69,7,0,0,0,0,0,0,89.0,38.0,18,-18,1.0,0.42696629213483145,24,0.1348314606741573,0.0,0.0,0.0,0.0,0.0,0.0,74.0,54.0,2025-08-01
UA,2137,2025-08-03,ORD,SLC,2025-08-03 09:02:00+00:00,2025-08-03 11:40:00+00:00,2025-08-03 09:00:00+00:00,2025-08-03 11:40:00+00:00,166,B737-800,Mainline,68,76,51,9,180,1,0,9,4,106,2,0,0,0,0,0,0,89.0,58.0,17,-17,1.0,0.651685393258427,16,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2025-08-03
UA,1576,2025-08-10,ORD,LGA,2025-08-10 20:00:00+00:00,2025-08-10 23:22:00+00:00,2025-08-10 20:00:00+00:00,2025-08-10 23:34:00+00:00,166,B737-800,Mainline,80,73,51,20,170,0,0,2,0,146,2,0,0,0,0,0,0,50.0,13.0,29,-29,1.0,0.26,4,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2025-08-10
UA,2004,2025-08-11,ORD,SYR,2025-08-11 13:45:00+00:00,2025-08-11 16:44:00+00:00,2025-08-11 13:53:00+00:00,2025-08-11 16:39:00+00:00,150,A320-200,Mainline,84,102,46,13,171,3,0,7,3,120,7,0,0,0,0,0,0,101.0,82.0,38,-38,1.0,0.8118811881188119,20,0.11695906432748537,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-5.0,2025-08-11
UA,343,2025-08-02,ORD,SFO,2025-08-02 10:53:00+00:00,2025-08-02 13:40:00+00:00,2025-08-02 10:52:00+00:00,2025-08-02 13:23:00+00:00,200,A321-2NX,Mainline,1079,1115,62,10,274,1,0,22,4,127,2,0,0,0,0,0,0,128.0,34.0,1017,-1017,1.0,0.265625,29,0.10583941605839416,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-17.0,2025-08-02
UA,2370,2025-08-11,ORD,BOS,2025-08-11 14:28:00+00:00,2025-08-11 18:06:00+00:00,2025-08-11 14:28:00+00:00,2025-08-11 18:06:00+00:00,179,B737-900,Mainline,79,69,56,14,201,1,0,5,2,144,5,0,0,0,0,0,0,132.0,57.0,23,-23,1.0,0.4318181818181818,13,0.06467661691542288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-11
UA,2189,2025-08-01,ORD,LGA,2025-08-01 13:00:00+00:00,2025-08-01 16:20:00+00:00,2025-08-01 12:56:00+00:00,2025-08-01 15:56:00+00:00,166,B737-MAX8,Mainline,96,94,60,13,186,1,0,6,1,120,1,0,0,0,0,0,0,63.0,7.0,36,-36,1.0,0.1111111111111111,9,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-24.0,2025-08-01
UA,481,2025-08-12,ORD,RNO,2025-08-12 19:52:00+00:00,2025-08-12 22:19:00+00:00,2025-08-12 22:01:00+00:00,2025-08-13 00:27:00+00:00,126,B737-700,Mainline,95,51,43,19,77,0,0,3,0,51,3,0,0,0,0,0,0,73.0,50.0,52,-52,0.6111111111111112,0.684931506849315,6,0.07792207792207792,0.0,0.0,0.0,0.0,0.0,0.0,129.0,128.0,2025-08-12
UA,1209,2025-08-15,ORD,EWR,2025-08-15 21:25:00+00:00,2025-08-16 00:46:00+00:00,2025-08-15 21:30:00+00:00,2025-08-16 00:46:00+00:00,179,B737-900,Mainline,67,55,56,21,218,1,0,13,5,125,4,0,0,0,0,0,0,122.0,71.0,11,-11,1.0,0.5819672131147541,23,0.10550458715596331,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2025-08-15
UA,2177,2025-08-15,ORD,MSN,2025-08-15 14:00:00+00:00,2025-08-15 15:03:00+00:00,2025-08-15 14:30:00+00:00,2025-08-15 15:36:00+00:00,126,A319-100,Mainline,9,42,43,14,138,2,0,4,1,99,2,0,0,0,0,0,0,86.0,86.0,-34,34,1.0,1.0,9,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,30.0,33.0,2025-08-15
UA,909,2025-08-13,ORD,AMS,2025-08-13 18:15:00+00:00,2025-08-14 09:20:00+00:00,2025-08-13 18:49:00+00:00,2025-08-14 09:24:00+00:00,243,B787-8,Mainline,280,319,95,18,262,1,0,6,0,144,9,0,0,0,0,0,0,220.0,123.0,185,-185,1.0,0.5590909090909091,16,0.061068702290076333,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,2025-08-13
UA,1584,2025-08-05,ORD,LAX,2025-08-05 10:50:00+00:00,2025-08-05 13:23:00+00:00,2025-08-05 10:50:00+00:00,2025-08-05 13:03:00+00:00,200,A321-2NX,Mainline,711,739,62,10,265,5,0,19,4,138,1,0,0,0,0,0,0,159.0,13.0,649,-649,1.0,0.08176100628930817,29,0.10943396226415095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,2025-08-05
YX,3690,2025-08-13,ORD,IND,2025-08-13 15:40:00+00:00,2025-08-13 17:53:00+00:00,2025-08-13 15:31:00+00:00,2025-08-13 17:36:00+00:00,76,ERJ-175,Express,57,45,34,15,68,1,0,0,0,59,0,0,0,0,0,0,0,52.0,39.0,23,-23,0.8947368421052632,0.75,1,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-17.0,2025-08-13
YX,3542,2025-08-15,ORD,YUL,2025-08-15 17:58:00+00:00,2025-08-15 21:29:00+00:00,2025-08-15 17:53:00+00:00,2025-08-15 21:27:00+00:00,76,ERJ-175,Express,53,71,42,17,83,1,0,2,1,58,2,0,0,0,0,0,0,56.0,34.0,11,-11,1.0,0.6071428571428571,6,0.07228915662650602,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-2.0,2025-08-15
OO,4791,2025-08-14,ORD,SBN,2025-08-14 10:35:00+00:00,2025-08-14 12:33:00+00:00,2025-08-14 10:27:00+00:00,2025-08-14 12:20:00+00:00,50,CRJ-550,Express,56,32,29,10,59,0,0,3,2,43,2,0,0,0,0,0,0,26.0,25.0,27,-27,1.0,0.9615384615384616,7,0.11864406779661017,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-13.0,2025-08-14
UA,2011,2025-08-11,ORD,YVR,2025-08-11 08:48:00+00:00,2025-08-11 11:33:00+00:00,2025-08-11 09:00:00+00:00,2025-08-11 11:29:00+00:00,150,A320-200,Mainline,67,103,60,8,162,0,0,5,0,94,1,0,0,0,0,0,0,137.0,84.0,7,-7,1.0,0.6131386861313869,6,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,12.0,-4.0,2025-08-11
UA,1946,2025-08-15,ORD,LGA,2025-08-15 15:00:00+00:00,2025-08-15 18:20:00+00:00,2025-08-15 14:59:00+00:00,2025-08-15 18:15:00+00:00,166,B737-MAX8,Mainline,105,114,51,15,196,2,0,10,1,115,6,0,0,0,0,0,0,58.0,12.0,54,-54,1.0,0.20689655172413793,19,0.09693877551020408,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-5.0,2025-08-15
OO,5292,2025-08-02,ORD,MTY,2025-08-02 08:45:00+00:00,2025-08-02 11:41:00+00:00,2025-08-02 08:41:00+00:00,2025-08-02 11:46:00+00:00,76,ERJ-175,Express,756,749,42,8,87,0,0,4,0,48,2,0,0,0,0,0,0,59.0,12.0,714,-714,1.0,0.2033898305084746,6,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,5.0,2025-08-02
UA,845,2025-08-12,ORD,GRU,2025-08-12 21:20:00+00:00,2025-08-13 09:30:00+00:00,2025-08-12 23:15:00+00:00,2025-08-13 11:30:00+00:00,318,B787-10,Mainline,300,379,155,21,260,1,0,11,5,154,12,0,0,0,0,0,0,316.0,244.0,145,-145,0.8176100628930818,0.7721518987341772,29,0.11153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,115.0,120.0,2025-08-12
YX,3525,2025-08-13,ORD,YYZ,2025-08-13 16:43:00+00:00,2025-08-13 19:37:00+00:00,2025-08-13 16:41:00+00:00,2025-08-13 19:31:00+00:00,76,ERJ-175,Express,58,78,42,16,90,0,0,5,1,58,1,0,0,0,0,0,0,47.0,26.0,16,-16,1.0,0.5531914893617021,7,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-6.0,2025-08-13
