day,scheduled_arrival_station_code,flights,avg_difficulty,pct_difficult
2025-08-01,COS,2,0.459313725490196,0.0
2025-08-01,STL,8,0.45800467914438503,25.0
2025-08-01,SYR,3,0.4555704099821747,33.33333333333333
2025-08-01,LAS,6,0.4530897207367795,16.666666666666664
2025-08-01,GRR,6,0.4526218062982769,33.33333333333333
2025-08-01,DAY,4,0.45216131907308377,25.0
2025-08-01,MBS,3,0.4511734997029115,0.0
2025-08-01,CLE,7,0.44985994397759105,28.57142857142857
2025-08-01,RDU,4,0.44886363636363635,25.0
2025-08-01,KEF,1,0.4459447415329769,0.0
2025-08-01,RIC,3,0.4439691027926322,33.33333333333333
2025-08-01,MDT,4,0.44370543672014257,50.0
2025-08-01,MKE,7,0.44029793735676087,28.57142857142857
2025-08-01,FAI,1,0.4388591800356506,0.0
2025-08-01,BHM,2,0.4387700534759358,50.0
2025-08-01,MEM,4,0.4387477718360071,0.0
2025-08-01,RHI,2,0.4386586452762923,0.0
2025-08-01,TPA,3,0.4373143196672608,0.0
2025-08-01,CHS,3,0.43502673796791447,0.0
2025-08-01,ZRH,1,0.4348039215686274,0.0
2025-08-01,TUL,4,0.4347036541889483,0.0
2025-08-01,BTV,2,0.4344028520499109,0.0
2025-08-01,SLC,3,0.43235294117647055,0.0
2025-08-01,IAH,11,0.4313117809107114,9.090909090909092
2025-08-01,IAD,6,0.42990938799762324,16.666666666666664
2025-08-01,SMF,3,0.42926322043969106,0.0
2025-08-01,SFO,11,0.4289458758710096,18.181818181818183
2025-08-01,BOS,9,0.42859972271736974,11.11111111111111
2025-08-01,SGF,4,0.4253676470588235,0.0
2025-08-01,ATH,1,0.4249554367201426,0.0
2025-08-01,DEN,10,0.42230837789661313,10.0
2025-08-01,FRA,2,0.41595365418894825,0.0
2025-08-01,SNA,2,0.414861853832442,0.0
2025-08-01,AVP,2,0.41483957219251333,0.0
2025-08-01,SBN,6,0.41414141414141414,50.0
2025-08-01,LGA,14,0.41392284186401834,14.285714285714285
2025-08-01,BCN,1,0.4081550802139037,0.0
2025-08-01,MCW,2,0.4038101604278075,50.0
2025-08-01,FLL,3,0.4024064171122994,0.0
2025-08-01,ATL,4,0.39870766488413545,0.0
2025-08-01,CLT,6,0.3975564468211527,0.0
2025-08-01,BWI,4,0.394708110516934,0.0
2025-08-01,YQB,1,0.3942067736185383,0.0
2025-08-01,EWR,10,0.39288770053475935,10.0
2025-08-01,BZN,3,0.3919637551990493,33.33333333333333
2025-08-01,MEX,1,0.3916666666666667,0.0
2025-08-01,HND,1,0.3897504456327986,0.0
2025-08-01,SJC,1,0.3897058823529412,0.0
2025-08-01,PWM,3,0.3873588829471182,0.0
2025-08-01,ECP,1,0.3837344028520499,0.0
2025-08-01,MYR,1,0.3823083778966132,0.0
2025-08-01,MTY,1,0.3808823529411764,0.0
2025-08-01,FNT,3,0.38055555555555554,0.0
2025-08-01,SNN,1,0.3785650623885918,0.0
2025-08-01,XNA,4,0.37677139037433155,0.0
2025-08-01,MXP,1,0.3763368983957219,0.0
2025-08-01,BRU,1,0.367825311942959,0.0
2025-08-01,PIA,4,0.3635360962566845,0.0
2025-08-01,MLI,4,0.3626782531194296,0.0
2025-08-01,PVD,2,0.3578654188948307,0.0
2025-08-01,DCA,11,0.35025522605736503,9.090909090909092
2025-08-01,RNO,1,0.3487076648841355,0.0
2025-08-01,PLN,2,0.3476604278074866,0.0
2025-08-01,SCE,4,0.347036541889483,0.0
2025-08-01,CHA,3,0.3465983363042186,0.0
2025-08-01,HSV,2,0.34567736185383247,0.0
2025-08-01,ASE,1,0.3412210338680926,0.0
2025-08-01,FOD,2,0.33411319073083773,0.0
2025-08-01,GRU,1,0.3329768270944742,0.0
2025-08-01,CDG,1,0.3320855614973262,0.0
2025-08-01,EAU,2,0.3213235294117647,0.0
2025-08-01,CHO,2,0.31733511586452756,0.0
2025-08-01,FWA,4,0.30933600713012477,0.0
2025-08-01,MUC,1,0.3068627450980392,0.0
2025-08-01,CAE,2,0.3062165775401069,0.0
2025-08-01,GSO,2,0.3038324420677362,0.0
2025-08-01,AMS,1,0.3022727272727273,0.0
2025-08-01,AVL,3,0.3012626262626263,0.0
2025-08-01,LHR,3,0.29165181224004755,0.0
2025-08-01,MSO,1,0.2909536541889483,0.0
2025-08-01,MSY,3,0.28985442661913247,33.33333333333333
2025-08-01,SLN,1,0.2569518716577539,0.0
2025-08-01,JST,1,0.2311051693404634,0.0
2025-08-01,MGW,1,0.2259358288770053,0.0
2025-08-01,SRQ,1,0.2253119429590018,0.0
2025-08-01,DEC,2,0.22346256684491975,0.0
2025-08-01,DUB,1,0.2233957219251337,0.0
2025-08-01,JLN,1,0.185204991087344,0.0
2025-08-02,SUN,1,0.6779326923076923,100.0
2025-08-02,ROA,2,0.666923076923077,100.0
2025-08-02,YHZ,1,0.6596634615384616,100.0
2025-08-02,YOW,3,0.647900641025641,100.0
2025-08-02,GEG,2,0.6325961538461539,100.0
2025-08-02,RNO,1,0.624423076923077,100.0
2025-08-02,PLS,1,0.6034134615384615,100.0
2025-08-02,TUL,4,0.6006009615384615,75.0
2025-08-02,DUB,1,0.5927403846153846,100.0
2025-08-02,JAC,2,0.5794471153846154,50.0
2025-08-02,MSP,6,0.5717708333333333,66.66666666666666
2025-08-02,CID,4,0.5683293269230769,50.0
2025-08-02,BGR,1,0.5671153846153847,100.0
2025-08-02,OMA,5,0.5655961538461539,60.0
2025-08-02,ILM,1,0.5634615384615385,100.0
2025-08-02,GTF,1,0.5622115384615385,100.0
2025-08-02,TVC,5,0.5588557692307692,60.0
2025-08-02,NAS,1,0.5583653846153847,100.0
2025-08-02,HNL,1,0.5577403846153847,100.0
2025-08-02,GRR,5,0.5567596153846154,40.0
2025-08-02,YVR,2,0.5566586538461538,50.0
2025-08-02,MSN,5,0.5510384615384616,60.0
2025-08-02,TYS,4,0.5509014423076923,75.0
2025-08-02,YUL,3,0.5481410256410256,66.66666666666666
2025-08-02,SNN,1,0.5453365384615385,0.0
2025-08-02,SMF,3,0.5420192307692309,66.66666666666666
2025-08-02,CVG,4,0.5387379807692307,50.0
2025-08-02,PIT,4,0.5385576923076922,25.0
2025-08-02,AUS,2,0.5383653846153846,50.0
2025-08-02,PVR,1,0.5373076923076923,0.0
2025-08-02,FSD,3,0.5367788461538462,33.33333333333333
2025-08-02,ABQ,2,0.5339903846153846,50.0
2025-08-02,BOI,2,0.5332211538461539,0.0
2025-08-02,OKC,3,0.5276923076923077,66.66666666666666
2025-08-02,ORF,2,0.5238701923076923,0.0
2025-08-02,MGW,1,0.5197596153846153,0.0
2025-08-02,XNA,3,0.5187179487179487,33.33333333333333
2025-08-02,ALB,3,0.5157692307692308,66.66666666666666
2025-08-02,LAS,6,0.5157291666666667,33.33333333333333
2025-08-02,YYC,2,0.5145192307692308,50.0
2025-08-02,MCI,4,0.5125961538461539,75.0
2025-08-02,AUA,1,0.5125000000000001,0.0
2025-08-02,SLC,3,0.5092467948717948,33.33333333333333
2025-08-02,BUF,2,0.5089182692307692,50.0
2025-08-02,GCM,1,0.5038942307692308,0.0
2025-08-02,PDX,5,0.4997019230769231,40.0
2025-08-02,PLN,2,0.4992548076923076,50.0
2025-08-02,DEN,10,0.49778846153846157,30.0
2025-08-02,ICT,3,0.4965064102564103,33.33333333333333
2025-08-02,RHI,2,0.4960817307692308,50.0
2025-08-02,MTJ,1,0.4951442307692307,0.0
2025-08-02,ROC,3,0.493525641025641,33.33333333333333
2025-08-02,MSO,1,0.493125,0.0
2025-08-02,HSV,2,0.49235576923076924,50.0
2025-08-02,SAN,5,0.49033653846153846,20.0
2025-08-02,CUN,2,0.48896634615384615,50.0
2025-08-02,CLE,7,0.48843406593406596,42.857142857142854
2025-08-02,RAP,2,0.487235576923077,50.0
2025-08-02,SGF,3,0.4862980769230769,0.0
2025-08-02,SCE,4,0.4860216346153846,25.0
2025-08-02,GUA,1,0.4849038461538462,0.0
2025-08-02,ANC,2,0.4848317307692308,50.0
2025-08-02,LNK,4,0.48306490384615386,0.0
2025-08-02,SUX,1,0.4829326923076923,0.0
2025-08-02,SYR,3,0.4822596153846154,33.33333333333333
2025-08-02,CHO,2,0.4821875,50.0
2025-08-02,YWG,2,0.4813701923076923,0.0
2025-08-02,FAR,3,0.481025641025641,33.33333333333333
2025-08-02,GRB,6,0.4801201923076923,33.33333333333333
2025-08-02,FAT,1,0.4791826923076923,0.0
2025-08-02,IND,7,0.4781936813186813,42.857142857142854
2025-08-02,YYZ,5,0.4762019230769231,20.0
2025-08-02,SJC,1,0.4750961538461539,0.0
2025-08-02,MDT,4,0.47423076923076923,50.0
2025-08-02,LEX,4,0.4716947115384616,0.0
2025-08-02,IAD,6,0.47014423076923073,33.33333333333333
2025-08-02,MCO,6,0.4680849358974359,33.33333333333333
2025-08-02,DTW,5,0.4658365384615385,40.0
2025-08-02,CMH,6,0.4653605769230769,16.666666666666664
2025-08-02,RIC,3,0.46447115384615384,0.0
2025-08-02,TPA,3,0.45907051282051287,33.33333333333333
2025-08-02,CHA,3,0.4587660256410257,33.33333333333333
2025-08-02,GSP,2,0.4567548076923077,50.0
2025-08-02,MBS,3,0.45658653846153846,33.33333333333333
2025-08-02,MEM,3,0.45607371794871804,66.66666666666666
2025-08-02,IAH,11,0.45558566433566433,27.27272727272727
2025-08-02,STT,1,0.4554807692307693,0.0
2025-08-02,SNA,2,0.4554086538461539,50.0
2025-08-02,SBN,6,0.4544791666666667,33.33333333333333
2025-08-02,JAX,3,0.4543589743589744,33.33333333333333
2025-08-02,ASE,1,0.4506730769230769,0.0
2025-08-02,CDG,1,0.4490865384615384,0.0
2025-08-02,ONT,1,0.4485096153846154,0.0
2025-08-02,PWM,3,0.4471153846153846,0.0
2025-08-02,COS,2,0.4438942307692308,0.0
2025-08-02,AVP,2,0.4396875,0.0
2025-08-02,STL,8,0.4392548076923077,12.5
2025-08-02,ATL,4,0.4378846153846154,50.0
2025-08-02,EDI,1,0.436875,0.0
2025-08-02,SEA,6,0.43684294871794876,16.666666666666664
2025-08-02,RDU,4,0.43594951923076924,25.0
2025-08-02,PUJ,1,0.4328365384615384,0.0
2025-08-02,BNA,5,0.4309807692307692,0.0
2025-08-02,CLT,3,0.43070512820512824,0.0
2025-08-02,BTV,2,0.42793269230769226,0.0
2025-08-02,EAU,2,0.42677884615384615,0.0
2025-08-02,ATW,5,0.4252403846153846,0.0
2025-08-02,LIT,2,0.4252403846153846,0.0
2025-08-02,BHM,2,0.42281250000000004,0.0
2025-08-02,ELP,1,0.4225480769230769,0.0
2025-08-02,DSM,4,0.42230769230769233,0.0
2025-08-02,DAY,4,0.41974759615384616,0.0
2025-08-02,PIA,4,0.41788461538461535,0.0
2025-08-02,SDF,3,0.4149038461538461,0.0
2025-08-02,YQB,1,0.4122596153846155,0.0
2025-08-02,ACK,1,0.4116346153846154,0.0
2025-08-02,FCA,2,0.4109855769230769,0.0
2025-08-02,BOS,7,0.4107142857142857,0.0
2025-08-02,PHX,4,0.410264423076923,0.0
2025-08-02,DLH,3,0.40804487179487176,0.0
2025-08-02,CAK,4,0.4059254807692308,25.0
2025-08-02,BZN,3,0.40552884615384616,0.0
2025-08-02,ATH,1,0.4044230769230769,0.0
2025-08-02,BWI,3,0.40310897435897436,0.0
2025-08-02,UVF,1,0.4030769230769231,0.0
2025-08-02,EWR,9,0.4019284188034188,22.22222222222222
2025-08-02,MEX,1,0.4007211538461538,0.0
2025-08-02,SFO,9,0.39956730769230764,11.11111111111111
2025-08-02,SAT,2,0.3982451923076923,0.0
2025-08-02,LAX,9,0.3978525641025641,11.11111111111111
2025-08-02,MLI,4,0.3976442307692307,0.0
2025-08-02,MKE,7,0.39497939560439566,14.285714285714285
2025-08-02,GSO,2,0.3937980769230769,0.0
2025-08-02,LGA,8,0.3922956730769231,12.5
2025-08-02,PHL,5,0.39120192307692303,0.0
2025-08-02,AVL,2,0.3890865384615384,0.0
2025-08-02,DFW,4,0.3846514423076923,25.0
2025-08-02,BDL,3,0.382051282051282,33.33333333333333
2025-08-02,ZRH,1,0.3815865384615384,0.0
2025-08-02,MIA,2,0.3810096153846154,0.0
2025-08-02,EGE,1,0.3797115384615385,0.0
2025-08-02,SJO,1,0.3781730769230769,0.0
2025-08-02,FWA,4,0.3778605769230769,0.0
2025-08-02,DCA,6,0.3717868589743589,33.33333333333333
2025-08-02,SRQ,1,0.370048076923077,0.0
2025-08-02,RSW,3,0.3680608974358974,0.0
2025-08-02,BIL,1,0.3675480769230769,0.0
2025-08-02,PVD,2,0.3671875,0.0
2025-08-02,MSY,2,0.36103365384615377,0.0
2025-08-02,MXP,1,0.3599038461538461,0.0
2025-08-02,JLN,1,0.3597596153846154,0.0
2025-08-02,FRA,2,0.3560817307692308,0.0
2025-08-02,CRW,3,0.35469551282051276,0.0
2025-08-02,CHS,3,0.3544551282051282,0.0
2025-08-02,AMS,1,0.3536538461538462,0.0
2025-08-02,CAE,2,0.34947115384615385,0.0
2025-08-02,PNS,1,0.3492788461538461,0.0
2025-08-02,SLN,1,0.3478846153846154,0.0
2025-08-02,FLL,3,0.3450160256410257,0.0
2025-08-02,MYR,2,0.34435096153846156,0.0
2025-08-02,FNT,3,0.34352564102564104,0.0
2025-08-02,BRU,1,0.3425480769230769,0.0
2025-08-02,KEF,1,0.3329807692307693,0.0
2025-08-02,HND,1,0.3328365384615385,0.0
2025-08-02,CIU,1,0.3301923076923077,0.0
2025-08-02,SAV,2,0.32959134615384617,0.0
2025-08-02,JST,1,0.3203365384615385,0.0
2025-08-02,MBJ,1,0.3153365384615385,0.0
2025-08-02,HHH,1,0.3125961538461538,0.0
2025-08-02,TUS,1,0.3028365384615384,0.0
2025-08-02,GRU,1,0.2960576923076923,0.0
2025-08-02,LHR,3,0.29466346153846157,0.0
2025-08-02,OGG,1,0.2911538461538461,0.0
2025-08-02,MUC,1,0.2795192307692307,0.0
2025-08-02,FAI,1,0.2783653846153846,0.0
2025-08-02,SJU,2,0.2776923076923076,0.0
2025-08-02,ABE,2,0.27663461538461537,0.0
2025-08-02,LIR,1,0.2676923076923077,0.0
2025-08-02,DEC,1,0.2644230769230769,0.0
2025-08-02,SJD,1,0.2447115384615384,0.0
2025-08-02,MCW,1,0.2129807692307692,0.0
2025-08-02,BCN,1,0.2015384615384615,0.0
2025-08-02,FOD,1,0.1917788461538462,0.0
2025-08-02,MTY,1,0.1760576923076923,0.0
2025-08-02,CMX,2,0.16932692307692304,0.0
2025-08-02,FCO,1,0.1690865384615384,0.0
2025-08-03,ILM,1,0.7419251824817519,100.0
2025-08-03,YVR,2,0.6494069343065694,100.0
2025-08-03,GSP,2,0.6346487226277372,100.0
2025-08-03,NAS,1,0.6345346715328467,100.0
2025-08-03,ICT,3,0.6342153284671532,66.66666666666666
2025-08-03,ROA,2,0.6271441605839416,100.0
2025-08-03,AUA,1,0.6211678832116788,100.0
2025-08-03,MBJ,1,0.6199361313868613,100.0
2025-08-03,DUB,1,0.6179744525547446,100.0
2025-08-03,MEM,4,0.5956204379562043,50.0
2025-08-03,TYS,3,0.5914385644768857,66.66666666666666
2025-08-03,MSO,1,0.5913777372262774,100.0
2025-08-03,SYR,2,0.580999087591241,50.0
2025-08-03,TVC,4,0.5804744525547445,50.0
2025-08-03,FCA,2,0.5762317518248175,100.0
2025-08-03,YYC,2,0.5744981751824818,50.0
2025-08-03,JAC,2,0.5693658759124087,50.0
2025-08-03,YOW,3,0.5653740875912409,100.0
2025-08-03,CLE,7,0.5616788321167883,57.14285714285714
2025-08-03,SDF,3,0.5547901459854016,33.33333333333333
2025-08-03,SUX,1,0.5530565693430656,100.0
2025-08-03,EDI,1,0.5512317518248175,100.0
2025-08-03,ELP,1,0.5509124087591241,100.0
2025-08-03,MCI,5,0.546815693430657,60.0
2025-08-03,BUF,4,0.5410812043795621,50.0
2025-08-03,PUJ,1,0.5374087591240876,0.0
2025-08-03,AUS,3,0.5345650851581508,33.33333333333333
2025-08-03,RIC,3,0.5342457420924575,33.33333333333333
2025-08-03,IND,7,0.5284280500521377,42.857142857142854
2025-08-03,LAS,6,0.5284215328467153,50.0
2025-08-03,GEG,2,0.5221487226277371,50.0
2025-08-03,ORF,2,0.5220118613138686,50.0
2025-08-03,BGR,2,0.5218521897810219,50.0
2025-08-03,CUN,2,0.5204379562043796,50.0
2025-08-03,CMX,3,0.5189628953771289,66.66666666666666
2025-08-03,YQB,1,0.5183850364963504,0.0
2025-08-03,CVG,6,0.5182785888077859,16.666666666666664
2025-08-03,XNA,4,0.515396897810219,50.0
2025-08-03,FAR,4,0.5151573905109489,50.0
2025-08-03,GRR,6,0.5129181873479319,33.33333333333333
2025-08-03,BOI,2,0.5095802919708029,50.0
2025-08-03,CMH,7,0.5091371220020855,42.857142857142854
2025-08-03,FSD,4,0.5087819343065694,50.0
2025-08-03,STL,8,0.5058565237226278,50.0
2025-08-03,TUL,4,0.5052691605839416,50.0
2025-08-03,OMA,5,0.5049452554744526,20.0
2025-08-03,BWI,4,0.501779197080292,50.0
2025-08-03,CHA,3,0.5013077858880778,33.33333333333333
2025-08-03,SLC,3,0.49685218978102186,66.66666666666666
2025-08-03,LIT,2,0.4966925182481752,50.0
2025-08-03,MKE,7,0.49606360792492177,42.857142857142854
2025-08-03,SGF,3,0.494647201946472,33.33333333333333
2025-08-03,CID,4,0.4942062043795621,50.0
2025-08-03,LNK,4,0.493738594890511,50.0
2025-08-03,SAV,3,0.4916362530413625,33.33333333333333
2025-08-03,PIT,4,0.49160583941605834,0.0
2025-08-03,GRU,1,0.4840784671532846,0.0
2025-08-03,DAY,4,0.48380474452554745,25.0
2025-08-03,YYZ,7,0.4785518769551616,28.57142857142857
2025-08-03,PIA,4,0.4784557481751825,0.0
2025-08-03,PWM,3,0.4781934306569342,33.33333333333333
2025-08-03,ONT,1,0.4763686131386861,0.0
2025-08-03,ROC,4,0.4751026459854015,25.0
2025-08-03,RSW,3,0.4713351581508516,33.33333333333333
2025-08-03,SLN,1,0.4690693430656934,0.0
2025-08-03,SBN,6,0.46828619221411194,16.666666666666664
2025-08-03,ABQ,2,0.46827098540145984,0.0
2025-08-03,ALB,3,0.4668035279805352,33.33333333333333
2025-08-03,SAN,5,0.46627737226277366,40.0
2025-08-03,MIA,2,0.46386861313868605,50.0
2025-08-03,BNA,7,0.46335375391032324,28.57142857142857
2025-08-03,IAD,6,0.4633515815085158,33.33333333333333
2025-08-03,ASE,1,0.4610857664233577,0.0
2025-08-03,IAH,11,0.4605466157929661,9.090909090909092
2025-08-03,SEA,6,0.46016575425790757,33.33333333333333
2025-08-03,MSP,7,0.45857012513034406,28.57142857142857
2025-08-03,SFO,10,0.4581067518248175,20.0
2025-08-03,ANC,2,0.4578239051094891,0.0
2025-08-03,GRB,6,0.45765663017031627,16.666666666666664
2025-08-03,MCO,6,0.4558774330900243,16.666666666666664
2025-08-03,PNS,1,0.454242700729927,0.0
2025-08-03,SJC,1,0.4541970802919708,0.0
2025-08-03,AVL,3,0.4537104622871046,33.33333333333333
2025-08-03,SAT,2,0.4528740875912408,0.0
2025-08-03,TPA,3,0.4526611922141119,0.0
2025-08-03,YUL,3,0.4501520681265207,33.33333333333333
2025-08-03,BTV,2,0.4495437956204379,0.0
2025-08-03,DSM,5,0.4491514598540146,0.0
2025-08-03,DTW,6,0.44857055961070563,33.33333333333333
2025-08-03,FLL,3,0.44657846715328464,33.33333333333333
2025-08-03,OKC,4,0.445540602189781,25.0
2025-08-03,BIL,1,0.4450729927007298,0.0
2025-08-03,SMF,3,0.4449057177615572,0.0
2025-08-03,RHI,2,0.4433394160583941,50.0
2025-08-03,CAK,4,0.44263229927007297,25.0
2025-08-03,MDT,4,0.44156021897810216,25.0
2025-08-03,ATH,1,0.4407390510948905,0.0
2025-08-03,PHX,4,0.44028284671532847,25.0
2025-08-03,CRW,3,0.438169099756691,0.0
2025-08-03,CLT,3,0.4357816301703163,0.0
2025-08-03,DEN,10,0.4352965328467153,10.0
2025-08-03,PDX,5,0.43433394160583944,0.0
2025-08-03,LGA,14,0.43232859749739305,7.142857142857142
2025-08-03,BHM,2,0.4304744525547445,0.0
2025-08-03,ACK,1,0.4260492700729926,0.0
2025-08-03,SCE,4,0.4251026459854015,25.0
2025-08-03,RNO,1,0.4239963503649635,0.0
2025-08-03,ATW,5,0.4228467153284671,20.0
2025-08-03,MYR,1,0.4226277372262773,0.0
2025-08-03,RAP,2,0.42121350364963506,0.0
2025-08-03,LEX,4,0.42023266423357664,0.0
2025-08-03,ATL,4,0.41991332116788316,25.0
2025-08-03,BZN,3,0.4163777372262774,33.33333333333333
2025-08-03,CAE,2,0.41446167883211676,0.0
2025-08-03,CHO,2,0.4119981751824817,0.0
2025-08-03,BDL,4,0.4109260948905109,25.0
2025-08-03,HNL,1,0.4109032846715328,0.0
2025-08-03,RDU,4,0.40805200729927005,0.0
2025-08-03,HSV,2,0.40515510948905104,0.0
2025-08-03,SNN,1,0.4040602189781022,0.0
2025-08-03,KEF,1,0.4026003649635036,0.0
2025-08-03,DLH,3,0.3997414841849148,33.33333333333333
2025-08-03,MBS,3,0.3997414841849148,33.33333333333333
2025-08-03,BOS,9,0.3969789132197891,0.0
2025-08-03,SJO,1,0.3958029197080291,0.0
2025-08-03,PLN,2,0.3951870437956204,0.0
2025-08-03,SNA,2,0.3951186131386861,0.0
2025-08-03,MSY,3,0.3933242092457421,0.0
2025-08-03,BRU,1,0.3929288321167883,0.0
2025-08-03,FAI,1,0.3911040145985401,0.0
2025-08-03,GSO,2,0.3905565693430657,0.0
2025-08-03,FOD,2,0.3904425182481751,0.0
2025-08-03,PHL,5,0.38887773722627733,0.0
2025-08-03,LAX,11,0.38484157266091573,18.181818181818183
2025-08-03,ZRH,1,0.3780565693430657,0.0
2025-08-03,HND,1,0.3752737226277372,0.0
2025-08-03,MSN,5,0.36838503649635035,0.0
2025-08-03,SJU,2,0.36660583941605834,0.0
2025-08-03,JAX,1,0.366286496350365,0.0
2025-08-03,DFW,5,0.36020072992700725,20.0
2025-08-03,FAT,1,0.356706204379562,0.0
2025-08-03,MGW,1,0.3557937956204379,0.0
2025-08-03,CHS,3,0.3545924574209245,0.0
2025-08-03,CDG,1,0.3517335766423357,0.0
2025-08-03,FRA,2,0.3494525547445255,0.0
2025-08-03,EWR,10,0.3439324817518248,10.0
2025-08-03,SRQ,1,0.3407846715328467,0.0
2025-08-03,MLI,4,0.32680200729927,0.0
2025-08-03,CIU,1,0.3189324817518248,0.0
2025-08-03,EAU,2,0.31797445255474455,0.0
2025-08-03,YWG,2,0.31765510948905107,0.0
2025-08-03,DCA,11,0.31608327803583275,0.0
2025-08-03,COS,2,0.3158074817518248,0.0
2025-08-03,PVD,2,0.31541970802919705,0.0
2025-08-03,FNT,3,0.3098996350364963,0.0
2025-08-03,LIR,1,0.3034671532846715,0.0
2025-08-03,DEC,2,0.29432025547445256,0.0
2025-08-03,AVP,2,0.2905337591240875,0.0
2025-08-03,BCN,1,0.2901459854014598,0.0
2025-08-03,FWA,4,0.28496806569343064,0.0
2025-08-03,ABE,2,0.26989051094890504,0.0
2025-08-03,FCO,1,0.2556569343065693,0.0
2025-08-03,MXP,1,0.2551094890510949,0.0
2025-08-03,AMS,1,0.2543339416058394,0.0
2025-08-03,MCW,2,0.2503421532846716,0.0
