company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,sched_dep_hour,total_pax,lap_child_count,basic_economy_pax,child_count,stroller_users,pnr_count,ssr_total,ssr_wheelchair,ssr_umnr,ssr_medical,ssr_blind,ssr_deaf,ssr_pet,total_bags,transfer_bags,slack_minutes,neg_slack_minutes,pax_load_factor,transfer_bag_ratio,special_needs_numer,special_needs_ratio,wheelchair_ratio,umnr_ratio,medical_ratio,blind_ratio,deaf_ratio,pet_ratio,departure_delay_minutes,arrival_delay_minutes,day,neg_slack_minutes_pr,pax_load_factor_pr,transfer_bag_ratio_pr,special_needs_ratio_pr,basic_econ_ratio_pr,difficulty_score,daily_rank,difficulty_class
UA,307,2025-08-14,ORD,COS,2025-08-14 09:15:00+00:00,2025-08-14 11:08:00+00:00,2025-08-14 09:11:00+00:00,2025-08-14 10:44:00+00:00,179,B737-MAX9,Mainline,94,85,56,9,147,2,0,7,3,87,2,0,0,0,0,0,0,85.0,30.0,38,-38,0.8212290502793296,0.35294117647058826,14,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-24.0,2025-08-14,0.3392857142857143,0.15,0.1732142857142857,0.9053571428571429,0.0,0.31919642857142855,454.0,Easy
UA,1538,2025-08-08,ORD,SAV,2025-08-08 11:05:00+00:00,2025-08-08 14:34:00+00:00,2025-08-08 10:59:00+00:00,2025-08-08 14:11:00+00:00,126,B737-700,Mainline,100,108,43,11,188,3,0,13,5,70,3,0,0,0,0,0,0,87.0,18.0,57,-57,1.0,0.20689655172413793,24,0.1276595744680851,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-23.0,2025-08-08,0.25449640287769787,0.6735611510791367,0.046762589928057555,0.9784172661870504,0.0,0.37990107913669063,387.0,Medium
UA,1006,2025-08-02,ORD,LGA,2025-08-02 18:00:00+00:00,2025-08-02 21:20:00+00:00,2025-08-02 19:00:00+00:00,2025-08-02 22:10:00+00:00,166,B737-800,Mainline,63,55,51,18,199,0,0,11,1,116,7,0,0,0,0,0,0,73.0,36.0,12,-12,1.0,0.4931506849315068,19,0.09547738693467336,0.0,0.0,0.0,0.0,0.0,0.0,60.0,50.0,2025-08-02,0.7875,0.5788461538461539,0.2980769230769231,0.5711538461538461,0.0,0.5366826923076923,146.0,Medium
G7,4395,2025-08-14,ORD,TVC,2025-08-14 18:15:00+00:00,2025-08-14 20:38:00+00:00,2025-08-14 19:41:00+00:00,2025-08-14 21:46:00+00:00,50,CRJ-550,Express,132,124,29,18,51,1,0,1,0,34,2,0,0,0,0,0,0,37.0,34.0,103,-103,1.0,0.918918918918919,4,0.0784313725490196,0.0,0.0,0.0,0.0,0.0,0.0,86.0,68.0,2025-08-14,0.15535714285714286,0.7053571428571429,0.9258928571428572,0.7830357142857143,0.0,0.4980803571428572,222.0,Medium
UA,1538,2025-08-06,ORD,SAV,2025-08-06 11:05:00+00:00,2025-08-06 14:34:00+00:00,2025-08-06 10:57:00+00:00,2025-08-06 14:09:00+00:00,126,B737-700,Mainline,95,81,43,11,116,0,0,3,0,74,5,0,0,0,0,0,0,69.0,31.0,52,-52,0.9206349206349206,0.4492753623188406,8,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-25.0,2025-08-06,0.3097609561752988,0.3565737051792829,0.23107569721115537,0.5149402390438247,0.0,0.3031872509960159,421.0,Easy
UA,2138,2025-08-08,ORD,LGA,2025-08-08 14:05:00+00:00,2025-08-08 17:27:00+00:00,2025-08-08 14:01:00+00:00,2025-08-08 17:13:00+00:00,166,B737-800,Mainline,62,87,51,14,167,0,0,3,0,124,0,0,0,0,0,0,0,73.0,41.0,11,-11,1.0,0.5616438356164384,3,0.017964071856287425,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-14.0,2025-08-08,0.8381294964028777,0.6735611510791367,0.4010791366906475,0.05935251798561151,0.0,0.5171762589928057,191.0,Medium
G7,4481,2025-08-15,ORD,GRR,2025-08-15 07:00:00+00:00,2025-08-15 09:07:00+00:00,2025-08-15 06:56:00+00:00,2025-08-15 09:01:00+00:00,50,CRJ-550,Express,644,632,29,7,41,0,0,0,0,36,0,0,0,0,0,0,0,37.0,37.0,615,-615,0.82,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-6.0,2025-08-15,0.05755395683453238,0.2077338129496403,0.9919064748201439,0.02787769784172662,0.0,0.2642535971223022,502.0,Easy
OO,5108,2025-08-14,ORD,SLN,2025-08-14 16:45:00+00:00,2025-08-14 18:50:00+00:00,2025-08-14 16:39:00+00:00,2025-08-14 18:33:00+00:00,50,CRJ-200,Express,85,82,29,16,47,0,0,2,0,25,1,0,0,0,0,0,0,41.0,18.0,56,-56,0.94,0.43902439024390244,3,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-17.0,2025-08-14,0.24285714285714285,0.2794642857142857,0.26517857142857143,0.6348214285714285,0.0,0.28915178571428574,481.0,Easy
YX,3568,2025-08-15,ORD,YYZ,2025-08-15 10:50:00+00:00,2025-08-15 13:42:00+00:00,2025-08-15 10:48:00+00:00,2025-08-15 13:40:00+00:00,76,ERJ-175,Express,75,64,42,10,83,1,0,1,0,62,1,0,0,0,0,0,0,46.0,19.0,33,-33,1.0,0.41304347826086957,3,0.03614457831325301,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,2025-08-15,0.4064748201438849,0.7535971223021583,0.17625899280575538,0.2589928057553957,0.0,0.3670863309352518,411.0,Medium
OO,4739,2025-08-03,ORD,GRB,2025-08-03 15:35:00+00:00,2025-08-03 16:48:00+00:00,2025-08-03 15:34:00+00:00,2025-08-03 16:40:00+00:00,50,CRJ-200,Express,69,63,29,15,61,1,0,3,1,40,1,0,0,0,0,0,0,52.0,35.0,40,-40,1.0,0.6730769230769231,6,0.09836065573770492,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-8.0,2025-08-03,0.38047445255474455,0.6012773722627737,0.6295620437956204,0.8394160583941606,0.0,0.5052463503649636,197.0,Medium
UA,664,2025-08-02,ORD,LGA,2025-08-02 16:00:00+00:00,2025-08-02 19:20:00+00:00,2025-08-02 16:01:00+00:00,2025-08-02 19:10:00+00:00,166,B737-800,Mainline,400,59,51,16,198,1,0,11,3,116,6,0,0,0,0,0,0,94.0,29.0,349,-349,1.0,0.30851063829787234,21,0.10606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-10.0,2025-08-02,0.11826923076923077,0.5788461538461539,0.125,0.7153846153846154,0.0,0.28947115384615385,454.0,Easy
OO,5517,2025-08-04,ORD,PVD,2025-08-04 18:15:00+00:00,2025-08-04 21:54:00+00:00,2025-08-04 18:14:00+00:00,2025-08-04 21:40:00+00:00,76,ERJ-175,Express,87,86,34,18,78,0,0,2,2,62,1,0,0,0,0,0,0,45.0,32.0,53,-53,1.0,0.7111111111111111,5,0.0641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-14.0,2025-08-04,0.2778761061946903,0.6601769911504425,0.7247787610619469,0.6867256637168142,0.0,0.4772566371681416,258.0,Medium
UA,1156,2025-08-08,ORD,MSY,2025-08-08 19:55:00+00:00,2025-08-08 22:25:00+00:00,2025-08-08 20:14:00+00:00,2025-08-08 22:35:00+00:00,179,B737-900,Mainline,62,61,56,19,215,2,0,12,4,116,2,0,0,0,0,0,0,121.0,78.0,6,-6,1.0,0.6446280991735537,20,0.09302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,2025-08-08,0.9181654676258992,0.6735611510791367,0.5467625899280576,0.8219424460431655,0.0,0.6887140287769784,15.0,Difficult
G7,4387,2025-08-06,ORD,CID,2025-08-06 09:20:00+00:00,2025-08-06 10:40:00+00:00,2025-08-06 09:05:00+00:00,2025-08-06 10:30:00+00:00,50,CRJ-550,Express,75,73,29,9,67,0,0,4,1,37,0,0,0,0,0,0,0,42.0,38.0,46,-46,1.0,0.9047619047619048,5,0.07462686567164178,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,-10.0,2025-08-06,0.3555776892430279,0.74800796812749,0.8914342629482072,0.5707171314741036,0.0,0.5379482071713148,137.0,Medium
UA,1361,2025-08-11,ORD,STL,2025-08-11 21:20:00+00:00,2025-08-11 22:45:00+00:00,2025-08-11 21:40:00+00:00,2025-08-11 23:34:00+00:00,126,A319-100,Mainline,60,52,43,21,137,0,0,6,0,99,2,0,0,0,0,0,0,98.0,94.0,17,-17,1.0,0.9591836734693877,8,0.058394160583941604,0.0,0.0,0.0,0.0,0.0,0.0,20.0,49.0,2025-08-11,0.6921052631578948,0.6833333333333333,0.95,0.5719298245614035,0.0,0.6546929824561404,35.0,Difficult
UA,2323,2025-08-03,ORD,MCO,2025-08-03 09:15:00+00:00,2025-08-03 13:10:00+00:00,2025-08-03 09:09:00+00:00,2025-08-03 12:48:00+00:00,200,A321-2NX,Mainline,97,99,62,9,297,2,0,24,5,100,3,0,0,0,0,0,0,171.0,27.0,35,-35,1.0,0.15789473684210525,34,0.11447811447811448,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-22.0,2025-08-03,0.4251824817518248,0.6012773722627737,0.058394160583941604,0.927007299270073,0.0,0.41979927007299267,331.0,Medium
OO,5229,2025-08-13,ORD,ILM,2025-08-13 11:59:00+00:00,2025-08-13 15:24:00+00:00,2025-08-13 11:54:00+00:00,2025-08-13 14:59:00+00:00,76,ERJ-175,Express,47,39,34,11,62,0,0,2,1,43,0,0,0,0,0,0,0,23.0,11.0,13,-13,0.8157894736842105,0.4782608695652174,3,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-25.0,2025-08-13,0.7863894139886578,0.1843100189035917,0.23440453686200377,0.3695652173913043,0.0,0.41441398865784496,324.0,Medium
YX,3700,2025-08-02,ORD,BNA,2025-08-02 07:25:00+00:00,2025-08-02 09:13:00+00:00,2025-08-02 07:40:00+00:00,2025-08-02 09:15:00+00:00,76,ERJ-175,Express,5,33,34,7,80,0,0,1,0,58,1,0,0,0,0,0,0,50.0,29.0,-29,29,1.0,0.58,2,0.025,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,2025-08-02,0.9615384615384616,0.5788461538461539,0.3923076923076923,0.03942307692307692,0.0,0.5366826923076923,147.0,Medium
G7,4610,2025-08-15,ORD,XNA,2025-08-15 12:41:00+00:00,2025-08-15 14:35:00+00:00,2025-08-15 12:38:00+00:00,2025-08-15 14:28:00+00:00,50,CRJ-550,Express,59,71,29,12,52,0,0,2,0,36,0,0,0,0,0,0,0,28.0,23.0,30,-30,1.0,0.8214285714285714,2,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-7.0,2025-08-15,0.4487410071942446,0.7535971223021583,0.7787769784172662,0.2904676258992806,0.0,0.5071043165467626,209.0,Medium
UA,1414,2025-08-13,ORD,BOI,2025-08-13 08:45:00+00:00,2025-08-13 11:43:00+00:00,2025-08-13 08:40:00+00:00,2025-08-13 11:09:00+00:00,150,A320-200,Mainline,59,78,46,8,158,0,0,8,5,95,5,0,0,0,0,0,0,92.0,63.0,13,-13,1.0,0.6847826086956522,18,0.11392405063291139,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-34.0,2025-08-13,0.7863894139886578,0.7088846880907372,0.5406427221172023,0.9300567107750473,0.0,0.6646502835538752,24.0,Difficult
UA,1156,2025-08-13,ORD,MSY,2025-08-13 19:55:00+00:00,2025-08-13 22:25:00+00:00,2025-08-13 19:56:00+00:00,2025-08-13 22:17:00+00:00,179,B737-MAX9,Mainline,73,62,56,19,72,0,0,2,1,58,1,0,0,0,0,0,0,48.0,28.0,17,-17,0.4022346368715084,0.5833333333333334,4,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.0,2025-08-13,0.7003780718336484,0.017013232514177693,0.3799621928166352,0.4546313799621928,0.0,0.39272211720226846,355.0,Medium
UA,247,2025-08-13,ORD,OMA,2025-08-13 12:45:00+00:00,2025-08-13 14:22:00+00:00,2025-08-13 12:38:00+00:00,2025-08-13 14:07:00+00:00,150,A320-200,Mainline,69,86,46,12,114,0,0,5,0,81,1,0,0,0,0,0,0,61.0,51.0,23,-23,0.76,0.8360655737704918,6,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-15.0,2025-08-13,0.6058601134215501,0.14272211720226843,0.8090737240075614,0.41304347826086957,0.0,0.4643667296786389,256.0,Medium
UA,2378,2025-08-08,ORD,LAX,2025-08-08 21:42:00+00:00,2025-08-09 00:15:00+00:00,2025-08-08 21:50:00+00:00,2025-08-08 23:59:00+00:00,200,A321-2NX,Mainline,77,94,62,21,238,1,0,15,5,130,4,0,0,0,0,0,0,156.0,106.0,15,-15,1.0,0.6794871794871795,25,0.10504201680672269,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-16.0,2025-08-08,0.7284172661870504,0.6735611510791367,0.6007194244604317,0.8992805755395683,0.0,0.6446942446043165,42.0,Difficult
OO,5930,2025-08-14,ORD,FAR,2025-08-14 13:20:00+00:00,2025-08-14 15:29:00+00:00,2025-08-14 15:00:00+00:00,2025-08-14 16:49:00+00:00,50,CRJ-200,Express,205,91,29,13,53,2,0,1,0,40,6,0,0,0,0,0,0,47.0,22.0,176,-176,1.0,0.46808510638297873,9,0.16981132075471697,0.0,0.0,0.0,0.0,0.0,0.0,100.0,80.0,2025-08-14,0.12142857142857143,0.7053571428571429,0.30892857142857144,0.9964285714285714,0.0,0.3948214285714286,355.0,Medium
YX,3628,2025-08-11,ORD,IND,2025-08-11 17:50:00+00:00,2025-08-11 20:03:00+00:00,2025-08-11 17:45:00+00:00,2025-08-11 19:54:00+00:00,76,ERJ-175,Express,45,38,34,17,76,0,0,0,0,66,2,0,0,0,0,0,0,65.0,35.0,11,-11,1.0,0.5384615384615384,2,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-9.0,2025-08-11,0.8508771929824561,0.6833333333333333,0.38070175438596493,0.22894736842105262,0.0,0.5449561403508771,148.0,Medium
OO,5564,2025-08-01,ORD,SBN,2025-08-01 14:20:00+00:00,2025-08-01 16:18:00+00:00,2025-08-01 14:29:00+00:00,2025-08-01 16:29:00+00:00,50,CRJ-550,Express,57,87,29,14,55,1,0,1,1,41,0,0,0,0,0,0,0,36.0,35.0,28,-28,1.0,0.9722222222222222,3,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,2025-08-01,0.48841354723707664,0.6051693404634582,0.9786096256684492,0.30392156862745096,0.0,0.533288770053476,183.0,Medium
UA,2361,2025-08-13,ORD,LAX,2025-08-13 07:10:00+00:00,2025-08-13 09:40:00+00:00,2025-08-13 07:07:00+00:00,2025-08-13 09:15:00+00:00,234,B757-300,Mainline,662,498,66,7,143,0,0,5,1,98,0,0,0,0,0,0,0,97.0,47.0,596,-596,0.6111111111111112,0.4845360824742268,6,0.04195804195804196,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-25.0,2025-08-13,0.08412098298676748,0.062381852551984876,0.24574669187145556,0.29867674858223064,0.0,0.1358695652173913,521.0,Easy
YX,3520,2025-08-05,ORD,CVG,2025-08-05 21:16:00+00:00,2025-08-05 23:46:00+00:00,2025-08-05 21:16:00+00:00,2025-08-05 23:30:00+00:00,76,ERJ-175,Express,162,166,34,21,71,2,0,4,1,43,1,0,0,0,0,0,0,31.0,28.0,128,-128,0.9342105263157895,0.9032258064516129,8,0.11267605633802817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,2025-08-05,0.16129032258064516,0.25806451612903225,0.8956356736242884,0.8833017077798861,0.0,0.41968690702087286,317.0,Medium
G7,4546,2025-08-06,ORD,AVP,2025-08-06 18:35:00+00:00,2025-08-06 21:43:00+00:00,2025-08-06 19:14:00+00:00,2025-08-06 22:06:00+00:00,50,CRJ-550,Express,-5,23,29,18,46,0,0,0,0,41,2,0,0,0,0,0,0,28.0,20.0,-34,34,0.92,0.7142857142857143,2,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,39.0,23.0,2025-08-06,0.9661354581673307,0.3466135458167331,0.6523904382470119,0.26294820717131473,0.0,0.577390438247012,97.0,Difficult
OO,5362,2025-08-14,ORD,MKE,2025-08-14 21:40:00+00:00,2025-08-14 22:45:00+00:00,2025-08-14 21:35:00+00:00,2025-08-14 22:20:00+00:00,50,CRJ-200,Express,90,66,29,21,60,0,0,3,1,31,3,0,0,0,0,0,0,55.0,38.0,61,-61,1.0,0.6909090909090909,7,0.11666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-25.0,2025-08-14,0.23035714285714284,0.7053571428571429,0.6151785714285715,0.9732142857142857,0.0,0.4907142857142857,233.0,Medium
OO,5251,2025-08-03,ORD,ASE,2025-08-03 19:35:00+00:00,2025-08-03 21:44:00+00:00,2025-08-03 19:43:00+00:00,2025-08-03 22:00:00+00:00,70,ERJ-175,Express,68,91,34,19,73,0,0,4,1,45,3,0,0,0,0,0,0,58.0,28.0,34,-34,1.0,0.4827586206896552,8,0.1095890410958904,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,2025-08-03,0.4352189781021898,0.6012773722627737,0.3704379562043796,0.9032846715328468,0.0,0.4821624087591241,226.0,Medium
G7,4429,2025-08-07,ORD,FSD,2025-08-07 15:52:00+00:00,2025-08-07 17:44:00+00:00,2025-08-07 15:51:00+00:00,2025-08-07 17:36:00+00:00,50,CRJ-550,Express,57,78,29,15,50,0,0,1,0,33,2,0,0,0,0,0,0,24.0,21.0,28,-28,1.0,0.875,3,0.06,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-8.0,2025-08-07,0.4963898916967509,0.6642599277978339,0.9052346570397112,0.5126353790613718,0.0,0.5645306859205776,119.0,Difficult
UA,1899,2025-08-01,ORD,YYC,2025-08-01 20:05:00+00:00,2025-08-01 22:53:00+00:00,2025-08-01 21:19:00+00:00,2025-08-01 23:47:00+00:00,126,A319-100,Mainline,70,102,52,20,178,0,0,13,4,69,7,0,0,0,0,0,0,89.0,38.0,18,-18,1.0,0.42696629213483145,24,0.1348314606741573,0.0,0.0,0.0,0.0,0.0,0.0,74.0,54.0,2025-08-01,0.6853832442067737,0.6051693404634582,0.2620320855614973,0.9857397504456328,0.0,0.5611853832442067,126.0,Difficult
UA,2137,2025-08-03,ORD,SLC,2025-08-03 09:02:00+00:00,2025-08-03 11:40:00+00:00,2025-08-03 09:00:00+00:00,2025-08-03 11:40:00+00:00,166,B737-800,Mainline,68,76,51,9,180,1,0,9,4,106,2,0,0,0,0,0,0,89.0,58.0,17,-17,1.0,0.651685393258427,16,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2025-08-03,0.6952554744525548,0.6012773722627737,0.6040145985401459,0.7828467153284672,0.0,0.6018248175182481,74.0,Difficult
UA,1576,2025-08-10,ORD,LGA,2025-08-10 20:00:00+00:00,2025-08-10 23:22:00+00:00,2025-08-10 20:00:00+00:00,2025-08-10 23:34:00+00:00,166,B737-800,Mainline,80,73,51,20,170,0,0,2,0,146,2,0,0,0,0,0,0,50.0,13.0,29,-29,1.0,0.26,4,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2025-08-10,0.4757630161579892,0.677737881508079,0.13285457809694792,0.10233393177737882,0.0,0.34398563734290843,435.0,Easy
UA,2004,2025-08-11,ORD,SYR,2025-08-11 13:45:00+00:00,2025-08-11 16:44:00+00:00,2025-08-11 13:53:00+00:00,2025-08-11 16:39:00+00:00,150,A320-200,Mainline,84,102,46,13,171,3,0,7,3,120,7,0,0,0,0,0,0,101.0,82.0,38,-38,1.0,0.8118811881188119,20,0.11695906432748537,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-5.0,2025-08-11,0.3798245614035088,0.6833333333333333,0.7771929824561403,0.968421052631579,0.0,0.5703070175438597,113.0,Difficult
UA,343,2025-08-02,ORD,SFO,2025-08-02 10:53:00+00:00,2025-08-02 13:40:00+00:00,2025-08-02 10:52:00+00:00,2025-08-02 13:23:00+00:00,200,A321-2NX,Mainline,1079,1115,62,10,274,1,0,22,4,127,2,0,0,0,0,0,0,128.0,34.0,1017,-1017,1.0,0.265625,29,0.10583941605839416,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-17.0,2025-08-02,0.023076923076923078,0.5788461538461539,0.08653846153846154,0.7115384615384616,0.0,0.24788461538461543,490.0,Easy
UA,2370,2025-08-11,ORD,BOS,2025-08-11 14:28:00+00:00,2025-08-11 18:06:00+00:00,2025-08-11 14:28:00+00:00,2025-08-11 18:06:00+00:00,179,B737-900,Mainline,79,69,56,14,201,1,0,5,2,144,5,0,0,0,0,0,0,132.0,57.0,23,-23,1.0,0.4318181818181818,13,0.06467661691542288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-11,0.5947368421052631,0.6833333333333333,0.2649122807017544,0.656140350877193,0.0,0.4962280701754386,232.0,Medium
